,label,transcript
4134,CM13_B3_UW17_M8,nathaniel
4135,CM13_B3_CW44_M8,which
4136,M16_B3_UW92_M8,NA
4137,CM13_B2_CW99_M5,oh
4138,CM13_B2_LH_M7,hotel
4139,CM13_B2_LB_M8,bravo
4140,M16_B3_CW80_M5,NA
4141,CM13_B1_UW57_M8,asia
4142,M16_B2_CW95_M6,trump
4143,F04_B2_CW92_M8,day
4144,F04_B2_UW97_M7,bath
4145,CM13_B1_UW98_M8,crack
4146,F04_B2_UW93_M5,chair
4147,CM13_B2_CW66_M5,into
4148,M14_B1_CW74_M8,number
4149,CM13_B3_UW30_M7,scullion
4150,M16_B3_CW23_M3,NA
4151,F04_B3_CW8_M8,you
4152,M16_B3_CW87_M5,NA
4153,M14_B3_UW75_M5,morgantown
4154,CM13_B3_CW11_M3,she
4155,M14_B3_UW19_M6,nowhere
4156,CM13_B1_CW45_M7,she
4157,CM13_B2_LE_M8,echo
4158,CM13_B3_CW36_M8,when
4159,CM13_B1_CW10_M6,it
4160,F04_B3_UW91_M3,boom
4161,F04_B1_UW79_M5,joseph
4162,CM13_B1_CW94_M3,get
4163,CM13_B1_CW34_M3,where
4164,F04_B3_CW64_M3,NA
4165,F04_B3_C17_M8,download
4166,CM13_B3_UW39_M6,wherewithal
4167,F04_B1_CW37_M7,eeyore
4168,M14_B2_UW7_M7,schoolyard
4169,M14_B2_UW31_M8,preacher
4170,M14_B1_UW11_M6,gentlewoman
4171,CM13_B2_CW19_M3,today
4172,M16_B3_CW90_M8,long
4173,F04_B2_CW65_M6,NA
4174,F04_B1_CW10_M5,it
4175,CM13_B3_CW8_M3,you
4176,CM13_B3_LM_M3,mike
4177,M16_B1_CW63_M8,NA
4178,CM13_B2_LC_M6,charlie
4179,M14_B2_CW66_M7,into
4180,F04_B3_UW70_M3,batam
4181,M16_B3_LT_M3,tango
4182,F04_B3_UW77_M3,nausea
4183,CM13_B2_CW26_M5,or
4184,CM13_B3_UW38_M5,unyielding
4185,CM13_B1_LS_M8,ciara
4186,M16_B2_LR_M8,yahoo mail
4187,M14_B2_UW55_M6,both
4188,CM13_B3_UW4_M6,soil
4189,CM13_B1_CW49_M6,if
4190,CM13_B3_UW94_M6,slide
4191,M14_B3_CW11_M5,NA
4192,M16_B1_CW1_M7,NA
4193,CM13_B1_CW25_M3,from
4194,CM13_B3_LQ_M7,quebec
4195,M14_B3_UW30_M6,scullion
4196,F04_B2_UW1_M7,ma
4197,M16_B2_UW93_M7,NA
4198,M14_B2_CW33_M6,NA
4199,M14_B2_CW96_M6,babe
4200,CM13_B2_LJ_M7,juliet
4201,F04_B1_D5_M8,5
4202,CM13_B3_CW97_M8,mets
4203,CM13_B2_D8_M6,8
4204,CM13_B3_CW51_M7,up
4205,CM13_B2_CW65_M6,kim
4206,CM13_B2_CW43_M5,each
4207,CM13_B1_UW94_M5,banana
4208,CM13_B3_CW50_M6,will
4209,CM13_B3_UW25_M7,rendezvous
4210,CM13_B2_CW23_M7,this
4211,CM13_B2_CW56_M3,then
4212,M16_B1_UW45_M6,where you sleep
4213,F04_B3_CW96_M7,made
4214,CM13_B1_UW79_M7,joseph
4215,M14_B1_UW20_M8,vouchsafe
4216,CM13_B1_LJ_M8,juliet
4217,F04_B2_CW70_M7,more
4218,M14_B1_UW37_M3,eyebrows
4219,CM13_B3_UW24_M6,regime
4220,M14_B3_UW51_M3,multiflora
4221,CM13_B3_CW40_M3,there
4222,M14_B1_CW26_M8,or
4223,F04_B2_CW95_M3,come
4224,M16_B3_CW2_M3,NA
4225,M16_B3_UW18_M5,youngsville
4226,M16_B3_CW71_M7,fluorite
4227,M16_B2_CW50_M8,well
4228,CM13_B1_UW43_M5,jackdaws
4229,M14_B3_CW29_M6,fart
4230,F04_B2_UW39_M3,ben
4231,CM13_B3_CW19_M3,they
4232,M16_B3_UW69_M5,equilibrium
4233,M14_B3_CW41_M7,use
4234,M14_B2_UW54_M5,puzzle
4235,CM13_B1_CW22_M5,b
4236,CM13_B3_UW76_M6,mustache
4237,F04_B1_CW54_M3,out
4238,M14_B2_CW79_M8,find
4239,CM13_B1_CW42_M5,an
4240,F04_B3_CW38_M7,can
4241,F04_B3_D8_M3,NA
4242,M14_B2_UW25_M3,aloof
4243,CM13_B1_CW61_M3,her
4244,M14_B2_CW96_M7,babe
4245,M16_B2_CW76_M8,NA
4246,CM13_B3_CW29_M7,word
4247,M14_B3_UW61_M6,NA
4248,CM13_B3_UW37_M6,toil
4249,CM13_B3_CW88_M6,now
4250,F04_B3_CW39_M6,dad
4251,CM13_B3_C1_M6,command
4252,CM13_B1_CW90_M8,long
4253,M14_B1_CW99_M7,oh
4254,CM13_B3_CW52_M5,other
4255,M14_B1_CW69_M5,look
4256,CM13_B3_D2_M8,2
4257,CM13_B3_UW8_M7,hayward
4258,CM13_B1_UW28_M8,bouquets
4259,M14_B2_CW50_M6,well
4260,M14_B1_CW72_M3,go
4261,CM13_B3_UW95_M8,stars
4262,CM13_B1_LT_M7,tango
4263,CM13_B2_CW64_M7,like
4264,M16_B3_CW87_M8,eggs
4265,CM13_B2_CW75_M7,no
4266,F04_B2_CW99_M7,NA
4267,M14_B3_CW94_M5,can
4268,M16_B2_LL_M8,NA
4269,CM13_B3_D0_M3,0
4270,CM13_B3_UW32_M3,stringy
4271,CM13_B3_UW36_M3,val
4272,CM13_B2_CW2_M3,of
4273,M16_B1_UW32_M3,NA
4274,CM13_B1_CW32_M3,what
4275,M14_B1_LC_M7,charlie
4276,F04_B1_UW89_M6,girl
4277,CM13_B2_CW13_M8,4
4278,CM13_B1_CW66_M6,into
4279,CM13_B3_CW48_M7,there
4280,CM13_B2_D7_M3,7
4281,F04_B3_C19_M3,right
4282,CM13_B1_CW76_M6,way
4283,CM13_B1_CW56_M3,then
4284,F04_B1_CW11_M3,he
4285,F04_B2_UW41_M6,battlefield
4286,F04_B3_CW81_M7,first
4287,CM13_B1_C17_M5,downward
4288,M14_B2_CW41_M6,use
4289,M16_B1_LP_M7,papa
4290,CM13_B1_CW47_M8,how
4291,M14_B2_LT_M6,tango
4292,CM13_B2_CW39_M5,sad
4293,F04_B1_CW86_M7,oil
4294,F04_B1_CW50_M8,well
4295,CM13_B1_UW10_M5,entertainer
4296,F04_B3_CW81_M5,first
4297,M16_B3_CW56_M8,NA
4298,M14_B2_UW95_M5,pants
4299,CM13_B1_UW98_M7,quack
4300,M16_B1_CW46_M6,do
4301,M16_B3_UW36_M3,NA
4302,CM13_B3_C13_M8,paste
4303,F04_B2_CW73_M3,NA
4304,M16_B3_UW67_M5,najee
4305,F04_B1_LU_M5,uniform
4306,CM13_B2_UW22_M5,agricultural
4307,F04_B3_CW20_M6,NA
4308,CM13_B2_CW89_M5,find
4309,CM13_B2_UW1_M6,mouse
4310,CM13_B1_CW71_M6,right
4311,CM13_B2_CW78_M3,people
4312,F04_B1_CW83_M6,ben
4313,M16_B1_UW19_M6,turkey
4314,CM13_B2_CW18_M3,his
4315,CM13_B2_UW69_M6,chide
4316,CM13_B3_CW39_M3,said
4317,M16_B2_CW25_M5,NA
4318,CM13_B1_CW21_M6,at
4319,CM13_B3_C14_M5,cut
4320,CM13_B3_UW9_M6,placed
4321,CM13_B1_LF_M3,foxtrot
4322,CM13_B1_UW19_M6,southeast
4323,F04_B2_CW42_M3,and
4324,M14_B1_CW49_M5,if
4325,M16_B2_UW12_M8,NA
4326,M16_B3_CW21_M8,NA
4327,M16_B2_CW84_M8,call
4328,M14_B3_UW4_M8,boil
4329,M16_B1_UW49_M6,NA
4330,CM13_B1_CW19_M7,they
4331,CM13_B3_C17_M8,downward
4332,M14_B1_CW69_M8,look
4333,M14_B3_LI_M8,india
4334,CM13_B2_C3_M5,delete
4335,M14_B3_UW6_M8,greyhound
4336,CM13_B3_LP_M6,papa
4337,F04_B3_UW100_M3,NA
4338,CM13_B3_UW88_M6,frog
4339,M16_B1_UW34_M3,oculus rift
4340,CM13_B3_CW25_M5,from
4341,M14_B1_UW92_M3,shovel
4342,M14_B2_UW91_M6,orange
4343,M16_B1_CW70_M6,more
4344,M14_B3_CW43_M5,each
4345,M16_B2_CW90_M3,phone
4346,M14_B1_UW38_M8,footmarks
4347,M14_B2_CW98_M3,park
4348,M14_B2_CW90_M8,juan
4349,M16_B2_UW67_M3,colin
4350,CM13_B3_UW44_M6,forgetfulness
4351,CM13_B3_CW95_M7,come
4352,CM13_B2_CW63_M3,make
4353,M16_B2_CW6_M5,in
4354,CM13_B3_LR_M3,romeo
4355,M14_B3_UW34_M8,sympathize
4356,F04_B3_UW87_M8,john
4357,F04_B3_CW91_M7,NA
4358,M14_B2_C15_M3,copy
4359,M16_B1_CW3_M7,NA
4360,F04_B2_UW48_M6,but chuck
4361,CM13_B1_C15_M5,copy
4362,CM13_B1_UW99_M8,yellow
4363,F04_B1_LU_M3,uniform
4364,CM13_B1_UW47_M8,overshadowed
4365,CM13_B1_C13_M3,paste
4366,CM13_B3_LW_M6,whiskey
4367,CM13_B3_CW69_M6,look
4368,M16_B3_CW7_M6,NA
4369,F04_B1_CW11_M5,he
4370,CM13_B2_LL_M3,lima
4371,CM13_B3_UW20_M3,NA
4372,CM13_B3_UW47_M8,berserker
4373,M16_B2_UW58_M3,voyager
4374,CM13_B1_UW69_M7,employment
4375,M14_B2_UW39_M3,bathe
4376,CM13_B3_CW17_M5,with
4377,F04_B3_LT_M3,tango
4378,CM13_B2_UW38_M5,bachelor
4379,CM13_B2_CW5_M6,2
4380,M14_B1_UW77_M7,immovable
4381,M14_B3_CW33_M5,NA
4382,CM13_B3_UW76_M3,mustache
4383,F04_B3_CW24_M8,have
4384,M14_B1_LQ_M5,quebec
4385,CM13_B1_CW7_M3,is
4386,CM13_B3_UW78_M8,newfound
4387,CM13_B2_CW87_M5,it's
4388,CM13_B2_LR_M8,romeo
4389,M14_B3_CW26_M3,or
4390,F04_B1_UW20_M7,voucher play
4391,CM13_B2_CW36_M5,when
4392,M14_B3_LH_M7,hotel
4393,M16_B2_UW12_M3,tupig
4394,M16_B1_UW99_M6,NA
4395,CM13_B3_CW11_M6,she
4396,M14_B1_UW48_M8,perpetual
4397,M14_B2_LY_M8,yankee
4398,CM13_B3_UW68_M8,episode
4399,CM13_B3_C19_M5,right
4400,CM13_B1_CW45_M6,she
4401,M14_B1_LV_M8,victor
4402,M16_B1_CW37_M6,fieldwork
4403,M16_B2_LQ_M6,quebec
4404,M14_B2_CW22_M7,b
4405,M14_B3_CW22_M5,b
4406,M14_B2_UW85_M8,watch
4407,F04_B2_UW94_M7,weather
4408,M14_B1_UW27_M8,oggi's
4409,F04_B2_UW32_M6,apprehend
4410,CM13_B3_LA_M6,alpha
4411,M16_B2_CW36_M5,NA
4412,CM13_B3_CW12_M3,was
4413,CM13_B3_UW76_M8,mustache
4414,F04_B2_CW59_M5,NA
4415,M14_B3_CW63_M5,make
4416,CM13_B2_UW3_M7,nuremberg
4417,F04_B3_C7_M3,NA
4418,M14_B2_CW69_M3,look
4419,CM13_B3_UW19_M6,nowhere
4420,CM13_B1_UW79_M3,joseph
4421,M16_B3_CW79_M3,NA
4422,CM13_B3_C4_M7,enter
4423,CM13_B2_UW40_M8,baths
4424,CM13_B3_UW90_M6,green
4425,M14_B1_CW22_M6,b
4426,F04_B3_UW26_M6,resound
4427,CM13_B3_LW_M3,whiskey
4428,F04_B1_UW24_M8,avenue
4429,M16_B3_CW50_M8,well
4430,M16_B1_UW13_M6,hypothesis
4431,CM13_B1_CW45_M5,she
4432,F04_B3_CW74_M5,number
4433,F04_B1_D7_M5,7
4434,M16_B3_UW65_M5,convenient
4435,F04_B3_CW80_M3,then
4436,M14_B3_CW73_M7,see
4437,CM13_B1_UW18_M8,rejoinder
4438,F04_B3_CW50_M3,well
4439,M14_B2_CW2_M7,NA
4440,M16_B3_CW87_M3,it
4441,F04_B2_CW12_M6,NA
4442,CM13_B3_CW21_M5,at
4443,F04_B2_UW64_M6,butcher
4444,F04_B1_UW57_M3,asia
4445,CM13_B1_UW89_M7,girl
4446,F04_B3_LK_M3,keto
4447,M14_B1_LA_M8,alpha
4448,CM13_B3_CW65_M7,kim
4449,M14_B3_CW36_M7,when
4450,M16_B1_UW76_M8,homes
4451,M14_B3_UW90_M5,green
4452,F04_B1_C1_M7,command
4453,CM13_B1_UW90_M7,ball
4454,CM13_B2_CW93_M5,did
4455,CM13_B1_UW29_M5,casualties
4456,M14_B2_CW36_M6,when
4457,CM13_B1_CW60_M8,sun
4458,M14_B2_LU_M8,uniform
4459,M14_B2_UW76_M5,displeasure
4460,M16_B3_C19_M6,light
4461,CM13_B3_UW10_M7,iroquois
4462,M14_B1_UW10_M8,entertainer
4463,CM13_B2_UW59_M3,broil
4464,M16_B3_LX_M5,NA
4465,CM13_B3_CW90_M3,long
4466,CM13_B1_UW4_M3,irresolute
4467,M14_B2_UW23_M5,allure
4468,M16_B3_C11_M6,NA
4469,F04_B3_CW19_M6,they
4470,CM13_B3_CW91_M5,down
4471,CM13_B3_D4_M6,4
4472,M16_B2_CW84_M3,call
4473,CM13_B3_LN_M8,november
4474,CM13_B1_C17_M3,downward
4475,M14_B3_UW9_M3,moist
4476,M14_B2_LF_M8,fox tribe
4477,M14_B3_CW33_M7,NA
4478,M14_B2_C10_M7,line
4479,M16_B2_CW41_M3,use
4480,M14_B2_CW41_M7,use
4481,M14_B3_LW_M7,whiskey
4482,M14_B2_CW81_M8,first
4483,M14_B3_UW35_M8,9
4484,CM13_B1_LW_M3,whiskey
4485,CM13_B1_UW25_M7,baby hood
4486,M16_B3_CW20_M8,NA
4487,CM13_B3_LD_M8,delta
4488,CM13_B3_D6_M6,6
4489,CM13_B2_C10_M8,line
4490,CM13_B2_CW46_M5,do
4491,CM13_B3_CW72_M8,go
4492,M14_B2_CW13_M8,4
4493,F04_B3_CW10_M3,it
4494,CM13_B3_UW29_M5,sawyer
4495,M16_B1_UW24_M8,NA
4496,CM13_B1_C4_M8,enter
4497,CM13_B2_UW39_M8,bathe
4498,F04_B1_CW82_M8,water
4499,F04_B2_CW61_M6,NA
4500,CM13_B3_LN_M6,november
4501,F04_B3_CW14_M8,on
4502,M14_B1_UW25_M7,baby honey
4503,F04_B1_CW39_M6,bed
4504,CM13_B3_UW65_M8,convenience
4505,CM13_B2_CW52_M5,other
4506,M14_B3_C1_M6,command
4507,M16_B1_D7_M7,shopping
4508,CM13_B3_UW90_M3,green
4509,CM13_B1_UW83_M5,tree
4510,CM13_B2_CW73_M8,see
4511,CM13_B1_LY_M8,yankee
4512,M14_B3_CW83_M5,and
4513,CM13_B1_LI_M5,india
4514,F04_B2_UW89_M6,rabbit
4515,M16_B1_UW95_M8,NA
4516,M16_B2_UW1_M7,NA
4517,CM13_B3_UW56_M5,battery save
4518,M16_B1_C8_M6,change goal
4519,CM13_B3_C14_M6,cut
4520,M16_B1_CW89_M3,find
4521,F04_B3_LM_M7,mike
4522,F04_B2_UW28_M8,anybody
4523,CM13_B2_CW79_M8,my
4524,CM13_B1_CW13_M7,4
4525,M16_B2_UW4_M7,NA
4526,M16_B2_CW85_M6,who
4527,CM13_B2_UW19_M8,adhesion
4528,M16_B2_UW41_M8,dua littlefield
4529,CM13_B1_UW92_M5,shuffle
4530,F04_B2_LP_M5,papa
4531,M16_B3_CW81_M7,first
4532,M14_B3_UW52_M5,observation
4533,CM13_B2_CW67_M6,time
4534,M16_B3_CW99_M7,oh
4535,CM13_B2_LP_M7,papa
4536,M14_B3_UW73_M8,exhaustible
4537,M14_B3_UW84_M7,pajamas
4538,M14_B3_UW17_M8,daniel
4539,M14_B1_CW3_M8,and
4540,M16_B3_UW65_M7,convenient
4541,M16_B2_UW90_M7,craigslist
4542,F04_B1_UW4_M5,irresolute
4543,F04_B1_UW35_M5,eagles webcam
4544,M14_B2_CW38_M6,can
4545,M16_B2_UW97_M8,NA
4546,M14_B2_D0_M7,0
4547,F04_B1_CW13_M5,4
4548,M14_B1_UW5_M8,psychological
4549,F04_B1_CW84_M5,call
4550,M16_B1_CW16_M5,NA
4551,M14_B3_CW7_M5,hits
4552,M16_B2_UW43_M3,battleship
4553,M14_B2_CW20_M8,i
4554,M16_B2_CW14_M6,on
4555,F04_B3_CW83_M8,ben
4556,M16_B3_C10_M5,NA
4557,F04_B1_UW45_M8,legislator
4558,CM13_B1_CW85_M3,who
4559,F04_B1_CW100_M7,yeah
4560,M14_B1_CW19_M7,they
4561,CM13_B1_UW43_M6,jackdaws
4562,CM13_B2_LH_M5,hotel
4563,CM13_B2_UW75_M3,digest
4564,CM13_B1_UW93_M7,monkey
4565,F04_B2_UW62_M3,borg
4566,M16_B2_LY_M8,yankee
4567,M14_B1_UW20_M7,vouchsafe
4568,CM13_B1_UW14_M3,lethargy
4569,F04_B1_C8_M5,control
4570,F04_B2_CW67_M8,NA
4571,M14_B2_UW91_M5,orange
4572,M14_B3_UW57_M6,washerwoman
4573,F04_B3_CW20_M8,NA
4574,M14_B3_UW13_M8,cherise
4575,M16_B3_UW84_M3,NA
4576,CM13_B1_CW49_M3,if
4577,F04_B2_UW41_M3,battlefield
4578,M16_B1_CW4_M5,NA
4579,CM13_B1_CW89_M7,find
4580,F04_B3_CW5_M3,2
4581,M16_B2_CW46_M8,dill
4582,CM13_B2_CW59_M5,so
4583,M16_B3_UW32_M8,slingshot
4584,F04_B2_CW14_M5,on
4585,F04_B3_CW11_M8,he
4586,CM13_B2_UW58_M8,boyhood
4587,M16_B1_CW69_M6,look
4588,CM13_B3_C8_M7,control
4589,F04_B2_UW2_M6,needlepoint
4590,CM13_B1_UW69_M6,employment
4591,CM13_B1_CW36_M7,when
4592,M14_B2_CW99_M7,NA
4593,CM13_B2_CW23_M6,this
4594,M16_B2_CW14_M7,on
4595,M16_B1_UW10_M5,antique
4596,CM13_B1_CW29_M5,word
4597,F04_B3_CW64_M8,NA
4598,CM13_B2_CW18_M5,his
4599,M14_B2_UW87_M7,car
4600,CM13_B1_CW43_M3,each
4601,M16_B3_CW5_M8,do
4602,CM13_B3_C9_M5,shift
4603,M16_B1_CW78_M5,people
4604,CM13_B2_CW70_M3,more
4605,F04_B1_LR_M5,romeo
4606,M14_B2_CW49_M8,if
4607,F04_B2_CW10_M3,NA
4608,CM13_B2_UW63_M5,bulrush
4609,F04_B3_CW37_M6,your
4610,M14_B2_D3_M6,3
4611,M14_B2_CW16_M5,as
4612,CM13_B2_CW75_M5,no
4613,F04_B2_CW74_M8,number
4614,CM13_B2_LG_M8,golf
4615,M16_B1_UW96_M7,NA
4616,M14_B1_UW64_M8,choice
4617,M16_B3_LC_M8,charlie
4618,CM13_B2_CW12_M6,was
4619,CM13_B3_UW22_M3,protege
4620,M14_B3_UW63_M3,benjamin
4621,CM13_B3_CW93_M8,did
4622,CM13_B2_CW75_M6,no
4623,CM13_B2_UW23_M3,allure
4624,M14_B1_CW85_M8,who
4625,M16_B3_C14_M3,NA
4626,CM13_B1_UW22_M8,adapt
4627,M14_B1_LX_M7,x-ray
4628,M16_B3_C5_M6,NA
4629,CM13_B1_UW79_M8,joseph
4630,CM13_B3_CW21_M3,at
4631,CM13_B1_CW78_M5,people
4632,M16_B1_LE_M6,april
4633,M14_B3_D9_M5,9
4634,CM13_B1_UW25_M5,baby hood
4635,CM13_B2_CW66_M3,into
4636,CM13_B1_UW56_M3,ashamed
4637,CM13_B3_D0_M7,0
4638,M14_B1_UW85_M7,telephone
4639,CM13_B2_CW3_M5,and
4640,M16_B3_LT_M5,tango
4641,M14_B3_LK_M3,kayla
4642,CM13_B2_CW86_M6,oil
4643,F04_B2_UW47_M8,the queen
4644,CM13_B3_UW58_M7,afterthought
4645,CM13_B1_UW42_M8,inquires
4646,M16_B3_C7_M6,NA
4647,CM13_B3_C6_M5,escape
4648,M16_B3_UW98_M6,NA
4649,CM13_B2_D8_M8,8
4650,CM13_B1_CW32_M7,what
4651,M14_B2_C6_M7,escape
4652,M16_B3_CW67_M8,hon
4653,CM13_B1_LV_M8,victor
4654,CM13_B3_CW58_M5,these
4655,CM13_B2_UW63_M6,bulrush
4656,M14_B2_C3_M8,delete
4657,M16_B1_CW44_M7,which
4658,M14_B2_UW70_M6,coherent
4659,M14_B3_UW4_M6,oil
4660,CM13_B2_UW84_M8,swimming
4661,CM13_B3_UW55_M7,35
4662,M16_B1_LT_M5,triangle
4663,CM13_B3_CW69_M8,look
4664,CM13_B3_UW27_M5,reward
4665,F04_B1_UW15_M3,merchandise
4666,F04_B3_CW97_M8,night
4667,CM13_B3_UW31_M6,shout
4668,M14_B2_CW39_M6,sad
4669,M16_B3_LJ_M8,julienned
4670,M16_B3_CW76_M5,or a
4671,CM13_B3_CW9_M6,that
4672,M14_B1_UW5_M3,psychological
4673,CM13_B2_CW4_M7,NA
4674,M16_B2_CW42_M8,NA
4675,F04_B3_CW58_M7,please
4676,CM13_B3_CW83_M7,ben
4677,CM13_B3_UW75_M3,morgantown
4678,F04_B1_UW49_M3,powwow promulgate
4679,F04_B3_CW65_M7,NA
4680,F04_B1_CW97_M3,mets
4681,CM13_B1_CW35_M3,wii
4682,F04_B3_UW83_M3,jumping
4683,M16_B1_CW64_M3,white
4684,M16_B1_C18_M7,left
4685,CM13_B2_UW4_M3,penny worth
4686,CM13_B3_CW18_M3,his
4687,F04_B2_UW78_M5,garen
4688,CM13_B1_UW9_M7,cowboys
4689,M14_B1_UW58_M7,azure
4690,M16_B2_C9_M8,NA
4691,CM13_B2_UW93_M5,chair
4692,F04_B1_CW58_M7,these
4693,F04_B1_UW66_M7,cobblestone
4694,F04_B3_UW12_M7,joyful
4695,CM13_B1_CW25_M6,from
4696,CM13_B3_CW64_M5,like
4697,M14_B3_CW62_M8,1
4698,CM13_B3_CW42_M8,an
4699,M14_B2_UW77_M3,dispossess
4700,CM13_B2_CW51_M5,NA
4701,CM13_B1_D6_M6,6
4702,CM13_B1_CW14_M5,bond
4703,CM13_B1_CW5_M7,2
4704,M16_B1_UW78_M6,angel walton
4705,CM13_B1_UW2_M6,faithfulness
4706,M16_B3_CW19_M8,NA
4707,M16_B1_CW81_M5,NA
4708,M14_B2_CW63_M3,mets
4709,CM13_B2_LD_M8,delta
4710,F04_B3_CW80_M6,vans
4711,CM13_B1_LA_M8,alpha
4712,M14_B3_LP_M3,papa
4713,CM13_B1_UW53_M7,advice
4714,CM13_B1_UW88_M7,spoon
4715,CM13_B2_UW66_M5,candlelight
4716,CM13_B3_CW10_M8,it
4717,CM13_B3_UW67_M5,dodgers
4718,CM13_B3_CW24_M6,have
4719,CM13_B3_CW31_M6,not
4720,M14_B2_CW90_M7,juan
4721,CM13_B2_CW55_M3,many
4722,CM13_B3_CW19_M8,they
4723,CM13_B2_UW27_M8,anxieties
4724,CM13_B2_D5_M5,5
4725,CM13_B1_CW26_M8,or
4726,M16_B3_CW63_M6,play
4727,F04_B2_LH_M8,hotel
4728,M14_B2_CW73_M6,say
4729,M14_B3_LJ_M3,juliet
4730,M16_B1_UW90_M7,ball
4731,CM13_B1_CW95_M8,come
4732,M16_B1_CW64_M6,white
4733,M16_B1_CW65_M7,him
4734,M14_B3_C3_M8,delete
4735,M16_B3_UW87_M8,NA
4736,CM13_B2_UW64_M8,butcher
4737,CM13_B3_LU_M6,uniform
4738,CM13_B2_UW44_M7,beef
4739,M16_B3_CW93_M6,did
4740,CM13_B1_D0_M6,0
4741,F04_B2_UW50_M6,eli
4742,CM13_B2_C19_M3,right
4743,M14_B2_UW22_M5,agricultural
4744,CM13_B1_UW95_M5,zipper
4745,CM13_B1_C8_M5,control
4746,CM13_B3_UW10_M6,iroquois
4747,M14_B3_LU_M5,NA
4748,CM13_B2_CW90_M7,long
4749,F04_B1_C3_M6,delete
4750,CM13_B3_UW73_M8,inexhaustible
4751,M16_B3_CW90_M6,wrong
4752,CM13_B2_CW92_M5,day
4753,M14_B1_UW68_M3,dissatisfaction
4754,CM13_B3_UW73_M5,inexhaustible
4755,CM13_B2_C11_M7,paragraph
4756,CM13_B2_LQ_M7,quebec
4757,CM13_B1_UW22_M3,adapt
4758,CM13_B2_LP_M8,papa
4759,CM13_B2_CW48_M7,there
4760,F04_B2_UW93_M6,chair
4761,M16_B1_D8_M3,8
4762,CM13_B2_UW7_M8,schoolyard
4763,CM13_B1_LR_M5,romeo
4764,CM13_B3_UW56_M7,dodge safe
4765,CM13_B2_CW81_M5,first
4766,CM13_B1_UW24_M8,avenues
4767,F04_B3_CW83_M6,ben
4768,M14_B1_UW32_M7,circular
4769,CM13_B2_LX_M6,x-ray
4770,M14_B2_CW2_M6,NA
4771,M14_B2_UW36_M7,authoritative
4772,M14_B3_CW93_M3,in
4773,CM13_B2_LO_M5,oscar
4774,M14_B2_LG_M8,golf
4775,M14_B2_C15_M7,copy
4776,CM13_B2_D3_M5,3
4777,M14_B1_CW96_M5,made
4778,F04_B2_LE_M8,echo
4779,CM13_B1_UW23_M5,autobiography
4780,M14_B3_UW59_M6,a while
4781,F04_B1_C7_M6,alt
4782,CM13_B2_UW76_M3,displeasure
4783,CM13_B2_CW50_M5,will
4784,M14_B3_CW96_M5,egg
4785,M16_B2_UW89_M7,NA
4786,CM13_B3_UW16_M8,moonshine
4787,CM13_B1_CW4_M8,NA
4788,F04_B3_D0_M6,vera
4789,F04_B2_CW74_M5,number
4790,M14_B3_UW94_M7,slide
4791,M14_B3_UW94_M8,slide
4792,M14_B2_UW39_M7,babe
4793,M14_B3_UW100_M6,cramp
4794,CM13_B1_CW10_M5,it
4795,CM13_B1_UW44_M3,journalism
4796,CM13_B1_CW13_M8,4
4797,M16_B3_UW78_M5,new phones
4798,CM13_B2_CW36_M7,when
4799,CM13_B1_UW93_M3,monkey
4800,M16_B2_CW74_M3,NA
4801,M16_B1_UW93_M3,1q
4802,M16_B3_UW48_M8,NA
4803,CM13_B1_C4_M7,enter
4804,CM13_B3_CW43_M7,each
4805,CM13_B2_CW54_M8,out
4806,M14_B3_UW15_M6,missouri
4807,M16_B2_CW67_M7,NA
4808,CM13_B1_CW60_M7,some
4809,CM13_B2_CW44_M3,which
4810,CM13_B1_UW43_M8,jackdaws
4811,CM13_B3_CW35_M7,wii
4812,M16_B1_CW74_M7,number
4813,F04_B3_D6_M6,NA
4814,M14_B3_CW34_M6,4
4815,CM13_B3_CW91_M7,down
4816,M16_B1_CW3_M8,NA
4817,F04_B3_LV_M5,victor
4818,CM13_B1_UW46_M7,mustache
4819,CM13_B2_D2_M5,2
4820,F04_B1_CW61_M8,her
4821,CM13_B2_CW25_M5,from
4822,M16_B2_CW93_M7,didn't
4823,F04_B1_UW35_M8,eagles webcam
4824,CM13_B1_CW69_M7,look
4825,CM13_B1_UW53_M3,advice
4826,M16_B3_UW1_M6,thursday week
4827,M14_B3_UW42_M5,massachusetts
4828,CM13_B1_D4_M3,4
4829,M14_B3_LK_M6,kayla
4830,M16_B2_CW66_M7,into
4831,M14_B1_CW67_M5,time
4832,CM13_B3_UW49_M3,demolish
4833,F04_B3_LR_M7,amir
4834,CM13_B2_UW24_M7,aloft
4835,F04_B2_UW81_M5,and diamond
4836,M14_B2_UW43_M5,battleship
4837,M14_B1_LD_M7,delta
4838,M14_B2_CW87_M7,it's
4839,M14_B3_C16_M8,upward
4840,M16_B2_UW55_M7,both
4841,M14_B2_CW43_M6,each
4842,CM13_B3_UW62_M5,choking
4843,F04_B2_CW15_M6,ar
4844,M14_B1_CW8_M7,you
4845,CM13_B1_UW85_M6,telephone
4846,M16_B1_CW38_M3,NA
4847,CM13_B3_UW38_M8,unyielding
4848,CM13_B1_UW73_M7,goulash
4849,M16_B1_CW62_M5,wood
4850,CM13_B1_CW63_M8,make
4851,CM13_B1_CW19_M6,they
4852,M16_B1_UW55_M7,NA
4853,F04_B3_C17_M7,dahmer
4854,F04_B2_UW51_M8,virgin
